rank,parent_name,headquarters,hqAddress,switchboardPhone,contactDomain,targetDepartment,keyContactRole,key_executive,segment,callingRegion,tradeLane,primary_bunkering_hubs,vessels_in_scope,strategy_tier,vlsfo_tonnes,mgo_tonnes,lng_tonnes,total_energy_mwh,actual_ghgie,compliance_balance_2025_tco2e,penalty_2025_y1_eur,penalty_2025_y2_eur,compliance_balance_2030_tco2e,penalty_2030_y1_eur,bio_lng_required_neg100_t,bio_lng_required_neg100_mwh,bio_lng_required_zero_t,client_savings_physical_eur,desk_margin_physical_eur,client_savings_pooling_eur,desk_margin_pooling_eur,outreachPitch,fleetCapability,lng_vessels_in_scope,conventional_vessels_in_scope,ets_exposure_2025_tco2,ets_exposure_2025_eur,ets_exposure_2026_eur,combined_regulatory_exposure_2025_eur
726,"Global & Eastern Transport","Limassol, Cyprus","Spyrou Kyprianou 84, 4043 Limassol, Cyprus","+357 25 918 8907","globalandeaster.com","Bunkering, Chartering & Decarbonization Division","Technical Fleet Director","Alexander Papadopoulos (Managing Director / Technical Superintendent)","Dry Bulk Carrier",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Limassol, Piraeus, Port Said, Augusta",5,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",10895,1885,0,146440,91.16,-961.2,617216,678938,-2883.5,1851582,103.4,1410,219.1,525566,21150,170258,28836,"With 5 vessels generating an annual FuelEU penalty exposure of €0.62M, Global & Eastern Transport can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,5,27979.2,1958544,2797921,2575760
727,"Eastern & Zephyr Services","London, United Kingdom","Lombard Street 68, London EC3V 9LJ, United Kingdom","+44 20 180 1916","easternandzephy.com","Commercial Operations & Compliance Group","Managing Director & Head of Fleet","Kenji Ferrari (Managing Director / Technical Superintendent)","General Cargo / Multi-Purpose",UK_CONTINENT,TRANSATLANTIC,"Felixstowe, Southampton, London Gateway, Liverpool",4,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",12120,676,0,146051,91.16,-958.6,615546,677101,-2875.8,1846638,103.1,1406,218.5,524156,21090,169797,28758,"With 4 vessels generating an annual FuelEU penalty exposure of €0.62M, Eastern & Zephyr Services can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,4,27936.2,1955534,2793623,2571080
728,"Island Chartering","Hamburg, Germany","Teerhof 59, 28199 Bremen, Germany","+49 40 635 5237","islandcharterin.com","Fleet Operations & Statutory Emissions Management","Manager of Fuel Compliance & ESG","Lars Wang (Managing Director / Technical Superintendent)","Crude & Product Tanker",BALTIC_NORDIC,INTRA_EU_FEEDER,"Hamburg, Bremerhaven, Wilhelmshaven, Kiel",3,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",12009,774,0,145950,91.16,-957.9,615096,676606,-2873.8,1845354,103,1405,218.4,523771,21075,169672.5,28737,"With 3 vessels generating an annual FuelEU penalty exposure of €0.62M, Island Chartering can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,3,27914.3,1954001,2791425,2569097
729,"Silver & Pacific Tankers","Copenhagen, Denmark","Strandvejen 54, 2900 Hellerup, Denmark","+45 39 144 6810","silverandpacifi.com","Marine Fuel Procurement & Energy Transition Desk","Technical Fleet Director","Nikos Fischer (Managing Director / Technical Superintendent)","General Cargo / Multi-Purpose",BALTIC_NORDIC,BALTIC_NORDIC_ROPAX,"Copenhagen, Aarhus, Gothenburg, Fredericia",3,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",11262,1470,0,145698,91.16,-956.3,614069,675476,-2868.9,1842207,102.9,1403,218,522874,21045,169389.5,28689,"With 3 vessels generating an annual FuelEU penalty exposure of €0.61M, Silver & Pacific Tankers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,3,27847.9,1949353,2784789,2563422
730,"Prime & Astra Bulkers","Singapore, Singapore","Robinson Road 80, 068898 Singapore","+65 6 952 1422","primeandastrabu.com","Bunkering, Chartering & Decarbonization Division","Technical Fleet Director","Andreas Smith (Managing Director / Technical Superintendent)","Chemical Tanker",ARA_HUB,ASIA_EUROPE,"Rotterdam, Antwerp, Hamburg, Singapore",3,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",12009,747,0,145629,91.16,-955.8,613748,675123,-2867.5,1841308,102.8,1402,217.9,522618,21030,169301,28674,"With 3 vessels generating an annual FuelEU penalty exposure of €0.61M, Prime & Astra Bulkers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,3,27853.6,1949752,2785363,2563500
731,"Maritime Trading & Shipping","Limassol, Cyprus","Omonoias Avenue 140, 3045 Limassol, Cyprus","+357 25 694 5349","maritimetrading.com","Marine Fuel Procurement & Energy Transition Desk","Manager of Fuel Compliance & ESG","Klaus Møller (Managing Director / Technical Superintendent)","Chemical Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Limassol, Piraeus, Port Said, Augusta",6,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",11478,1254,0,145596,91.16,-955.6,613620,674982,-2866.9,1840923,102.8,1402,217.9,522490,21030,169266,28668,"With 6 vessels generating an annual FuelEU penalty exposure of €0.61M, Maritime Trading & Shipping can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,6,27834,1948380,2783396,2562000
732,"Baltic & Pacific Bulkers","Hamburg, Germany","Palmaille 67, 22767 Hamburg, Germany","+49 40 585 5302","balticandpacifi.com","Green Transition & Marine Fuels Desk","Managing Director & Head of Fleet","Marco Ferrari (Managing Director / Technical Superintendent)","Crude & Product Tanker",BALTIC_NORDIC,INTRA_EU_FEEDER,"Hamburg, Bremerhaven, Wilhelmshaven, Kiel",3,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",11943,807,0,145589,91.16,-955.6,613620,674982,-2866.7,1840795,102.8,1402,217.9,522490,21030,169266,28668,"With 3 vessels generating an annual FuelEU penalty exposure of €0.61M, Baltic & Pacific Bulkers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,3,27844.4,1949108,2784439,2562728
733,"Eagle & Blue Bulkers (Athens)","Athens / Piraeus, Greece","Kifisias Avenue 215, 15124 Marousi, Greece","+30 210 333 5912","eagleandbluebul.com","Fleet Operations & Statutory Emissions Management","VP Commercial Marine Operations","Torsten Hansen (Managing Director / Technical Superintendent)","Crude & Product Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Piraeus, Augusta, Trieste, Genoa",3,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",12180,558,0,145335,91.16,-953.9,612528,673781,-2861.7,1837584,102.6,1399,217.5,521593,20985,168964.5,28617,"With 3 vessels generating an annual FuelEU penalty exposure of €0.61M, Eagle & Blue Bulkers (Athens) can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,3,27802.3,1946161,2780225,2558689
734,"Olympia Marine","Hamburg, Germany","Am Sandtorkai 77, 20457 Hamburg, Germany","+49 40 162 8847","olympiamarine.com","Fleet Operations & Statutory Emissions Management","Senior Fuel Trader & Offtake Manager","Philippe Papadopoulos (Managing Director / Technical Superintendent)","Passenger / Ro-Pax Ferry",BALTIC_NORDIC,INTRA_EU_FEEDER,"Hamburg, Bremerhaven, Wilhelmshaven, Kiel",3,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",11805,912,0,145263,91.16,-953.4,612207,673428,-2860.3,1836685,102.6,1399,217.4,521272,20985,168876,28602,"With 3 vessels generating an annual FuelEU penalty exposure of €0.61M, Olympia Marine can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,3,27779.2,1944544,2777922,2556751
735,"Pacific & Zephyr Holdings","Athens / Piraeus, Greece","Syngrou Avenue 340, 17674 Kallithea, Greece","+30 210 460 4886","pacificandzephy.com","Bunkering, Chartering & Decarbonization Division","Senior Fuel Trader & Offtake Manager","Chen Moretti (Managing Director / Technical Superintendent)","Crude & Product Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Piraeus, Augusta, Trieste, Genoa",3,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",11238,1446,0,145140,91.16,-952.6,611693,672862,-2857.9,1835144,102.5,1398,217.2,520823,20970,168734,28578,"With 3 vessels generating an annual FuelEU penalty exposure of €0.61M, Pacific & Zephyr Holdings can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,3,27741.7,1941919,2774170,2553612
736,"Atlantic & Great Holdings","Athens / Piraeus, Greece","Filonos 134, 18536 Piraeus, Greece","+30 210 519 9908","atlanticandgrea.com","Marine Fuel Procurement & Energy Transition Desk","Head of Marine Fuel Procurement","Matteo Weber (Managing Director / Technical Superintendent)","Crude & Product Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Piraeus, Augusta, Trieste, Genoa",5,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",10435,2210,0,145056,91.16,-952.1,611372,672509,-2856.2,1834052,102.4,1397,217.1,520567,20955,168645.5,28563,"With 5 vessels generating an annual FuelEU penalty exposure of €0.61M, Atlantic & Great Holdings can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,5,27705.9,1939413,2770586,2550785
737,"Eagle & United Bulkers","Copenhagen, Denmark","Strandvejen 54, 2900 Hellerup, Denmark","+45 39 898 5413","eagleandunitedb.com","Commercial Operations & Compliance Group","VP Commercial Marine Operations","Aris Moretti (Managing Director / Technical Superintendent)","Chemical Tanker",BALTIC_NORDIC,BALTIC_NORDIC_ROPAX,"Copenhagen, Aarhus, Gothenburg, Fredericia",3,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",11220,1452,0,145006,91.16,-951.7,611115,672226,-2855.2,1833410,102.4,1396,217,520375,20940,168574.5,28551,"With 3 vessels generating an annual FuelEU penalty exposure of €0.61M, Eagle & United Bulkers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,3,27715.9,1940113,2771594,2551228
738,"Euro Carriers","Oslo / Bergen, Norway","Conrad Mohrs veg 29, 5072 Bergen, Norway","+47 55 855 1549","eurocarriers.com","Fleet Operations & Statutory Emissions Management","Senior Fuel Trader & Offtake Manager","Philippe Schmidt (Managing Director / Technical Superintendent)","General Cargo / Multi-Purpose",BALTIC_NORDIC,TRANSATLANTIC,"Gothenburg, Rotterdam, Antwerp, Bergen",4,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",11276,1388,0,144884,91.16,-951,610666,671733,-2852.9,1831933,102.3,1395,216.8,519991,20925,168451,28530,"With 4 vessels generating an annual FuelEU penalty exposure of €0.61M, Euro Carriers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,4,27694.4,1938608,2769438,2549274
739,"Premier & Vanguard Trading & Shipping","Rotterdam, Netherlands","Westerkade 7, 3016 CL Rotterdam, Netherlands","+31 10 372 8046","premierandvangu.com","Green Transition & Marine Fuels Desk","Head of Marine Fuel Procurement","Henrik Mavros (Managing Director / Technical Superintendent)","Crude & Product Tanker",ARA_HUB,INTRA_EU_FEEDER,"Rotterdam, Antwerp, Amsterdam, Flushing",3,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",11841,828,0,144677,91.16,-949.6,609767,670744,-2848.8,1829300,102.1,1393,216.5,519222,20895,168203,28488,"With 3 vessels generating an annual FuelEU penalty exposure of €0.61M, Premier & Vanguard Trading & Shipping can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,3,27669.2,1936844,2766918,2546611
740,"Union & Delta Navigation","Hamburg, Germany","Am Sandtorkai 77, 20457 Hamburg, Germany","+49 40 987 8542","unionanddeltana.com","Fleet Operations & Statutory Emissions Management","Managing Director & Head of Fleet","Jan Hansen (Managing Director / Technical Superintendent)","Crude & Product Tanker",BALTIC_NORDIC,INTRA_EU_FEEDER,"Hamburg, Bremerhaven, Wilhelmshaven, Kiel",5,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",11365,1280,0,144617,91.16,-949.2,609510,670461,-2847.6,1828530,102.1,1393,216.4,518965,20895,168132,28476,"With 5 vessels generating an annual FuelEU penalty exposure of €0.61M, Union & Delta Navigation can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,5,27646,1935220,2764601,2544730
741,"Cosmos & Ocean Shipmanagement","Istanbul, Turkey","Kadikoy Sahil Yolu 18, 34710 Istanbul, Turkey","+90 216 953 4233","cosmosandoceans.com","Bunkering, Chartering & Decarbonization Division","Technical Fleet Director","Marco Nielsen (Managing Director / Technical Superintendent)","Crude & Product Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Piraeus, Ambarli, Tuzla, Augusta, Trieste",3,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",11901,759,0,144542,91.16,-948.7,609189,670108,-2846.1,1827567,102,1392,216.3,518709,20880,168043.5,28461,"With 3 vessels generating an annual FuelEU penalty exposure of €0.61M, Cosmos & Ocean Shipmanagement can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,3,27645.2,1935164,2764517,2544353
742,"Central Lines","Athens / Piraeus, Greece","Filonos 134, 18536 Piraeus, Greece","+30 210 875 6521","centrallines.com","Fleet Operations & Statutory Emissions Management","Technical Fleet Director","David Smith (Managing Director / Technical Superintendent)","Crude & Product Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Piraeus, Augusta, Trieste, Genoa",3,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",11790,858,0,144452,91.16,-948.1,608804,669684,-2844.3,1826411,102,1391,216.1,518389,20865,167937.5,28443,"With 3 vessels generating an annual FuelEU penalty exposure of €0.61M, Central Lines can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,3,27625.4,1933778,2762536,2542582
743,"Maritime & Global Tankers","Oslo / Bergen, Norway","Karenslyst alle 11, 0278 Oslo, Norway","+47 55 787 1494","maritimeandglob.com","Green Transition & Marine Fuels Desk","Manager of Fuel Compliance & ESG","Nikos Moretti (Managing Director / Technical Superintendent)","Container Feeder / Short Sea",BALTIC_NORDIC,TRANSATLANTIC,"Gothenburg, Rotterdam, Antwerp, Bergen",3,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",11238,1380,0,144357,91.16,-947.5,608418,669260,-2842.5,1825255,101.9,1390,216,518068,20850,167830.5,28425,"With 3 vessels generating an annual FuelEU penalty exposure of €0.61M, Maritime & Global Tankers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,3,27593.6,1931552,2759358,2539970
744,"Maritime Shipmanagement","Athens / Piraeus, Greece","Vasileos Pavlou 12, 16673 Voula, Greece","+30 210 972 7348","maritimeshipman.com","Fleet Operations & Statutory Emissions Management","Director of Bunkering & Decarbonization","Matteo Møller (Managing Director / Technical Superintendent)","Chemical Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Piraeus, Augusta, Trieste, Genoa",3,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",11160,1446,0,144251,91.16,-946.8,607969,668766,-2840.4,1823907,101.8,1389,215.8,517684,20835,167707,28404,"With 3 vessels generating an annual FuelEU penalty exposure of €0.61M, Maritime Shipmanagement can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,3,27571.7,1930019,2757167,2537988
745,"Great Shipping","Copenhagen, Denmark","Strandvejen 54, 2900 Hellerup, Denmark","+45 39 889 2466","greatshipping.com","Bunkering, Chartering & Decarbonization Division","VP Commercial Marine Operations","Stavros Rossi (Managing Director / Technical Superintendent)","Passenger / Ro-Pax Ferry",BALTIC_NORDIC,BALTIC_NORDIC_ROPAX,"Copenhagen, Aarhus, Gothenburg, Fredericia",3,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",11238,1365,0,144179,91.16,-946.3,607648,668413,-2839,1823008,101.8,1388,215.7,517428,20820,167618.5,28389,"With 3 vessels generating an annual FuelEU penalty exposure of €0.61M, Great Shipping can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,3,27559.9,1929193,2755991,2536841
746,"Nordic & Liberty Lines","Limassol, Cyprus","Spyrou Kyprianou 84, 4043 Limassol, Cyprus","+357 25 203 9227","nordicandlibert.com","Marine Fuel Procurement & Energy Transition Desk","Manager of Fuel Compliance & ESG","Giovanni Taylor (Managing Director / Technical Superintendent)","General Cargo / Multi-Purpose",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Limassol, Piraeus, Port Said, Augusta",5,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",10990,1595,0,144082,91.16,-945.7,607262,667988,-2837.1,1821787,101.7,1387,215.6,517107,20805,167511.5,28371,"With 5 vessels generating an annual FuelEU penalty exposure of €0.61M, Nordic & Liberty Lines can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.17M in client savings.",CONVENTIONAL_ONLY,0,5,27535.5,1927485,2753548,2534747
